,Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey,Mass_g,PredMass_g,PreyAbundanceGroup,Habitat_Aquatic,PreyAbundance_10,PreyAbundance_20,PreyAbundance_30,PreyAbundance_40,PreyAbundance_50,PreyAbundance_60,PreyAbundance_70,PreyAbundance_80,PreyAbundance_90,frac_10,frac_20,frac_30,frac_40,frac_50,frac_60,frac_70,frac_80,frac_90
1227,1473,Munk 1995 MARINE BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gadiformes,Gadus morhua,"Larva, Large",NA,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,Nauplii,NA,Mean,Y,,8,,1,NA,1.72E+05,1.97,Original species length,3,0.00125,Original species length,2,m^3 per pred per day,0.53,0.0956,0.0684,0.135,0.00129,0.0011,0.00149,,1,1.25E-06,0.00197,Ectotherm,AquaticMarine,1730.896104,5305.315294,12258.17408,25856.74331,46974.73867,88638.65992,177961.3573,431429.618,1298350.46,0.175910907,0.395504745,0.601867569,0.761265694,0.852792078,0.916186654,0.956421141,0.981551731,0.99379336
1228,1474,Munk 1995 MARINE BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gadiformes,Gadus morhua,"Larva, Small",NA,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepod,Acartia tonsa,Nauplii,NA,Mean,Y,,8,,1,NA,1.72E+05,1.26,Original species length,2,0.00125,Original species length,2,m^3 per pred per day,0.5,0.153,0.1,0.237,0.00147,0.00123,0.00171,,1,1.25E-06,0.00126,Ectotherm,AquaticMarine,1442.835334,5332.893542,11607.66736,23159.01389,43392.23343,83863.87023,177007.4759,373259.1533,1084305.468,0.245002727,0.545334904,0.723043894,0.838935527,0.907057558,0.949652154,0.975496653,0.98822833,0.995916219
1229,1475,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,1,NA,2.60E+04,9060,Original species length,4,28.8,Original species length,4,m^3 per pred per day,0.65,0.92,0.662,1.22,0.00279,0.00236,0.00325,,1,0.0288,9.06,Ectotherm,AquaticFresh,0.760000097,2.390150227,5.723918535,12.49540771,23.26435507,43.58819606,85.5108445,197.3609921,583.5925545,0.00194697,0.006097628,0.01447942,0.03107649,0.056350009,0.100624134,0.179984562,0.336247734,0.599674194
1230,1476,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Pseudocrenilabrus philander,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,1,NA,2.60E+04,7300,Original species length,1,28.8,Original species length,4,m^3 per pred per day,0.77,1.11,0.883,1.39,0.00194,0.00165,0.00224,,1,0.0288,7.3,Ectotherm,AquaticFresh,0.778218789,2.418621701,5.369096091,10.47902936,20.55596091,38.27473771,74.87671296,176.7249857,527.4208547,0.001673013,0.005181275,0.011429664,0.022067575,0.042388855,0.076144895,0.138851212,0.275656037,0.531779982
1231,1477,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Tilapia sparrmanii,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,1,NA,2.60E+04,7190,Original species length,1,28.8,Original species length,4,m^3 per pred per day,0.72,0.4,0.324,0.481,0.00389,0.00329,0.00468,,1,0.0288,7.19,Ectotherm,AquaticFresh,0.715802832,2.584801386,5.803450002,11.40919416,21.54196039,42.01492049,88.57565546,187.1125114,606.4554115,0.00111255,0.00400584,0.008949354,0.017443045,0.032432186,0.06136356,0.121129238,0.225494891,0.485502653
1232,1478,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,2,NA,2.60E+04,9060,Original species length,4,28.8,Original species length,4,m^3 per pred per day,0.79,0.691,0.53,0.876,0.00351,0.00305,0.00409,,1,0.0288,9.06,Ectotherm,AquaticFresh,0.869962667,2.601948201,5.587290596,10.50681323,20.51950349,39.34723421,84.19726068,193.4862218,563.3731588,0.002105573,0.006271215,0.013370283,0.024850067,0.04740876,0.087119121,0.169582041,0.319396116,0.577419119
1233,1479,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Pseudocrenilabrus philander,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,2,NA,2.60E+04,7300,Original species length,1,28.8,Original species length,4,m^3 per pred per day,0.71,0.198,0.145,0.279,0.0052,0.00339,0.00699,,1,0.0288,7.3,Ectotherm,AquaticFresh,0.829708401,2.41336685,5.60406992,11.48513678,21.72365984,40.79244213,79.16057312,181.2102659,540.8211438,0.000853539,0.002478644,0.005736849,0.011686898,0.021877356,0.040307008,0.075361484,0.157237623,0.357668883
1234,1480,Wasserman et al 2016 FUNCTIONAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Tilapia sparrmanii,Wild caught,NA,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,NA,Mean,N,2,18,,2,NA,2.60E+04,7190,Original species length,1,28.8,Original species length,4,m^3 per pred per day,0.74,0.248,0.188,0.304,0.00749,0.00616,0.00884,,1,0.0288,7.19,Ectotherm,AquaticFresh,0.891017197,2.627524809,5.481378413,10.81999847,21.26763665,40.13058876,79.74206356,190.4564642,617.5932487,0.001652347,0.004856975,0.010079146,0.019702378,0.038003721,0.069372138,0.129012785,0.261325737,0.534275422
1235,1485,Oyugi et al 2012 J OF THERMAL BIOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Cyprinus carpio,"Juvenile, age 1",NA,Metazoan,Invertebrate,Insect,Diptera,maggots,,Dead,NA,Mean,N,,16,,3,NA,4.50E+04,21500,Original species mass,2,36.7,Original order mass,1,m^3 per pred per day,0.08,574,198,3440,4.12E-05,3.72E-05,4.49E-05,,1,0.0367,21.5,Ectotherm,AquaticFresh,0.700378598,2.14638169,4.86034715,9.806265082,18.13632738,35.7918906,71.47862883,154.0718327,440.8391639,0.016293246,0.048307304,0.103091858,0.188250018,0.300162128,0.458415889,0.62830582,0.784650488,0.912475078
1236,1486,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,75,Original species length,12,0.00869,Original order length,1,m^3 per pred per day,0.89,15.2,12.2,19.8,0.00013,0.000104,0.000163,,1,8.69E-06,0.075,Ectotherm,AquaticFresh,383.4229059,1223.180051,2665.11743,5701.055887,11026.73654,20671.57121,42003.19386,94888.95409,316184.5306,0.431056464,0.707345949,0.840415483,0.918469087,0.956118856,0.976103438,0.988094999,0.994694976,0.998401996
1237,1487,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,75,Original species length,12,0.00869,Original order length,1,m^3 per pred per day,0.72,15.1,10.2,30.7,0.000178,0.000114,0.000279,"Size-matched killifish, Rivulus hartii, present",1,8.69E-06,0.075,Ectotherm,AquaticFresh,390.8036338,1170.658109,2572.924244,5341.524013,10486.85361,20678.07403,38254.77363,86885.00061,295742.3101,0.512290762,0.758832452,0.873665685,0.934882896,0.965737661,0.98232545,0.990368054,0.995736144,0.998743555
1238,1488,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,Origin in an area with High Predation,NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,75,Original species length,12,0.00869,Original order length,1,m^3 per pred per day,0.85,10.6,7.18,14.2,0.000188,7.98E-05,0.000275,,1,8.69E-06,0.075,Ectotherm,AquaticFresh,437.3879725,1189.117181,2737.973401,5782.844351,11230.79076,20898.20524,42957.97089,99258.55558,277465.5143,0.465705436,0.703235274,0.845110928,0.920153639,0.957229717,0.976551111,0.988453542,0.994969881,0.998194728
1239,1489,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,"Medium, Origin in an area with High Predation",NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,75,Original species length,12,0.00869,Original order length,1,m^3 per pred per day,0.93,15.2,12.5,18.2,8.89E-05,6.52E-05,0.000111,"Size-matched killifish, Rivulus hartii, present",1,8.69E-06,0.075,Ectotherm,AquaticFresh,421.8039666,1229.361319,2814.472592,5628.026731,10451.76664,18545.98716,34800.09751,79414.03229,253341.1257,0.363047289,0.624231275,0.791802885,0.883789035,0.933876705,0.961628224,0.979177371,0.990767293,0.997087391
1240,1490,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,"Large, Origin in an area with High Predation",NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,75,Original species length,12,0.00869,Original order length,1,m^3 per pred per day,0.77,16.3,10.5,28.7,0.00017,0.000114,0.00027,"Size-matched killifish, Rivulus hartii, present",1,8.69E-06,0.075,Ectotherm,AquaticFresh,408.5027845,1270.46016,2715.650381,5473.698466,10174.2984,18766.16342,37071.05078,88902.05251,281106.383,0.530948315,0.778782846,0.882698872,0.938147971,0.96574519,0.981132445,0.990359019,0.995957106,0.99871786
1241,1491,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Poecilia reticulata,"Small, Origin in an area with High Predation",NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,2,NA,1.00E+04,54.9,Original species length,13,0.00869,Original order length,1,m^3 per pred per day,0.81,10.9,7.49,16.2,0.000178,9.27E-05,0.000239,Size-matched guppy present,1,8.69E-06,0.0549,Ectotherm,AquaticFresh,402.6104649,1242.142707,2709.124338,5333.858082,10043.44707,19327.63723,41062.40755,92553.34138,302879.7026,0.438563341,0.706745322,0.840159662,0.91188458,0.951186881,0.974025624,0.987603708,0.994462043,0.99830119
1242,1492,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Anablepsoides hartii,"Medium, Origin in an area with High Predation",NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,258,Original species length,2,0.00869,Original order length,1,m^3 per pred per day,0.8,12.3,7.2,22.7,0.000103,3.48E-05,0.00023,,1,8.69E-06,0.258,Ectotherm,AquaticFresh,380.4952021,1194.965851,2854.958554,5636.166368,10388.74214,20118.06963,41695.42984,91130.8058,250834.9324,0.325258646,0.602212057,0.783406653,0.877156807,0.929385999,0.96224646,0.981420907,0.99141289,0.996863068
1243,1493,De Villemereuil and López-Sepulcre 2011 ECOL MOD,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cyprinodontiformes,Anablepsoides hartii,"Medium, Origin in an area with Low Predation",NA,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayflies,,Dead,NA,Raw data,Y,,NA,,1,NA,1.00E+04,258,Original species length,2,0.00869,Original order length,1,m^3 per pred per day,0.77,15.7,10.2,23.1,0.00014,9.06E-05,0.000177,,1,8.69E-06,0.258,Ectotherm,AquaticFresh,392.6035194,1241.084274,2631.558665,5460.90065,10361.50691,19051.37431,38375.98045,82077.10557,238788.3953,0.46321479,0.731752694,0.852597945,0.923095023,0.95793829,0.976676342,0.988283594,0.994487487,0.998098342
1244,1494,Kroetz and Powers 2015 ENV BIOL FISHES,Predator,2.5,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Carcharhiniformes,Sphyrna tiburo,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Decapod,Brown shrimp,Farfantepenaeus aztecus,,NA,Mean,N,24,29.4,,1,236000,2.36E+07,2770000,Original species length,1,9200,Original species mass,1,m^2.5 per pred per day,0.26,317,131,1430,0.115,0.0263,0.218,Four 1 m2 panels of artificial sea grass in experimental arena,1,9.2,2770,Ectotherm,AquaticMarine,0.010042977,0.031836873,0.067449713,0.132477851,0.252241415,0.506553786,0.996732105,2.201436606,7.342589562,0.267998135,0.537168429,0.710889013,0.828458115,0.901917135,0.948629482,0.973216105,0.987692818,0.996278019
1245,1495,Gibson and Ezzi 1992 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,,NA,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Calanus finmarchicus,Nauplii,NA,Raw data,N,40,NA,,20,NA,,34100,Original species length,4,0.0389,Average species mass,4,m^3 per pred per day,0.99,8.84,8.34,10.1,3.57E-14,2.51E-14,8.47E-07,Feeding done through filtration only,1,3.89E-05,34.1,Ectotherm,AquaticMarine,128.6408318,375.8977426,862.0808554,1743.039363,3467.870508,6355.86561,12807.55476,27638.24154,85076.69936,4.06E-11,1.19E-10,2.72E-10,5.50E-10,1.09E-09,2.01E-09,4.04E-09,8.72E-09,2.68E-08
1246,1496,Gibson and Ezzi 1992 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,nauplii,NA,Raw data,N,40,NA,,20,NA,,34100,Original species length,4,0.926,Average species mass,1,m^3 per pred per day,0.56,5.61,3.21,12.5,7.14E-07,2.84E-14,1.61E-06,Feeding done through filtration only,1,0.000926,34.1,Ectotherm,AquaticMarine,11.87294211,36.0070001,79.63469576,161.3675313,291.0033835,573.5253251,1162.714506,2612.243459,8022.85001,4.76E-05,0.000144207,0.000318878,0.000645947,0.001164269,0.002292013,0.00463571,0.010355096,0.031135288
1247,1497,Gibson and Ezzi 1992 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,medium Artemia,NA,Raw data,N,40,NA,,20,NA,,34100,Original species length,4,0.926,Average species mass,1,m^3 per pred per day,0.84,7.71,6.56,10.4,3.93E-14,2.36E-14,3.73E-07,Feeding done through filtration only,1,0.000926,34.1,Ectotherm,AquaticMarine,11.7334193,37.37240869,80.64099703,157.6393396,293.2449898,570.079004,1115.894394,2373.245793,8058.448588,3.56E-12,1.13E-11,2.44E-11,4.78E-11,8.89E-11,1.73E-10,3.38E-10,7.19E-10,2.44E-09
1248,1498,Gibson and Ezzi 1992 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Clupeiformes,Clupea harengus,,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,large Aretemia,NA,Raw data,N,40,NA,,20,NA,,34100,Original species length,4,0.926,Average species mass,1,m^3 per pred per day,0.88,2.95,2.32,8.31,6.01E-08,2.56E-14,2.35E-06,Feeding done through filtration only,1,0.000926,34.1,Ectotherm,AquaticMarine,11.03137922,33.43651348,74.07425317,145.1957273,262.4728911,508.7063204,1047.685202,2430.407643,7942.485245,1.96E-06,5.93E-06,1.31E-05,2.57E-05,4.65E-05,9.02E-05,0.000185715,0.000430714,0.001406183
1249,1509,Vollset and Bailey 2011 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Raw data,N,48,15,,7,NA,2.00E+04,249,Original species length,2,0.926,Average species mass,1,m^3 per pred per day,0.85,0.147,0.113,0.195,0.00061,0.000567,0.000651,Clear water,1,0.000926,0.249,Ectotherm,AquaticMarine,11.45348495,37.84564979,81.50857894,157.6913138,310.1923018,574.9614015,1152.207136,2580.534744,7564.092843,0.00102598,0.003382142,0.007255842,0.013943023,0.02706221,0.049029011,0.093643333,0.187913918,0.404149102
1250,1510,Vollset and Bailey 2011 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Raw data,N,48,15,,1,NA,2.00E+04,249,Original species length,2,0.926,Average species mass,1,m^3 per pred per day,0.68,0.227,0.149,0.343,0.000666,0.000601,0.000755,Clear water,1,0.000926,0.249,Ectotherm,AquaticMarine,10.88659408,31.82765502,70.31014352,138.2882659,263.4347627,523.7653041,1112.86806,2526.729122,8081.317631,0.001643153,0.004788726,0.010517828,0.020478558,0.038301188,0.073373859,0.144015622,0.276408884,0.549904306
1251,1511,Vollset and Bailey 2011 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Raw data,N,48,15,,7,NA,2.00E+04,249,Original species length,2,0.926,Average species mass,1,m^3 per pred per day,0.91,0.0891,0.0681,0.118,0.000655,0.000567,0.000754,"Turbid water, 6.8±2.2 beam attenuation coefficient (m-1)",1,0.000926,0.249,Ectotherm,AquaticMarine,11.94602357,34.77071139,79.87399036,160.2161174,303.4450049,571.4024337,1097.122524,2444.537879,7239.230165,0.00069669,0.002025127,0.004639857,0.009263675,0.017401044,0.032271174,0.060175655,0.124852447,0.297004935
1252,1512,Vollset and Bailey 2011 J OF FISH BIOLOGY,Predator,3,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Branchiopoda,Brine shrimp,Artemia spp.,,NA,Raw data,N,48,15,,1,NA,2.00E+04,249,Original species length,2,0.926,Average species mass,1,m^3 per pred per day,0.71,0.144,0.1,0.207,0.000679,0.000587,0.000779,"Turbid water, 6.8±2.2 beam attenuation coefficient (m-1)",1,0.000926,0.249,Ectotherm,AquaticMarine,12.39173915,37.56912592,79.77106441,152.1007025,294.6402044,552.7124454,1102.063734,2445.092191,7660.41001,0.001210148,0.003659915,0.007739331,0.014653869,0.028002037,0.051271213,0.097273627,0.192943963,0.4282461
1253,1513,Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,"Juvenile, wild caught",NA,Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,NA,Mean,N,24,23,,1,NA,3.00E+05,7840,Original species length,1,53.3,Original species length,14,m^3 per pred per day,0.34,1.75,0.829,6.94,0.0184,0.00778,0.0329,"High habitat complexity, 2700 polyethylene strips (40mmx15mm) per m2",1,0.0533,7.84,Ectotherm,AquaticFresh,0.4864802,1.427084406,3.405694307,6.507423654,12.38389695,22.24735492,44.5762202,107.3360855,365.0681292,0.015423065,0.04393329,0.098825789,0.173238758,0.285081829,0.417373286,0.589382126,0.775594661,0.921600564
1254,1514,Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,"Juvenile, wild caught",NA,Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,NA,Mean,N,24,23,,1,NA,3.00E+05,7840,Original species length,1,53.3,Original species length,14,m^3 per pred per day,0.57,7.28,5.03,11.6,0.0153,0.0132,0.0175,"Medium habitat complexity, 1800 polyethylene strips (40mmx15mm) per m2",1,0.0533,7.84,Ectotherm,AquaticFresh,0.467729276,1.465544314,3.345192725,6.487316411,12.5738136,23.75485787,46.00922837,106.5971351,351.7751441,0.049517801,0.140330836,0.271456134,0.419476534,0.583423879,0.725720135,0.836726481,0.922319329,0.975113311
1255,1515,Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,"Juvenile, wild caught",NA,Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,NA,Mean,N,24,23,,1,NA,3.00E+05,7840,Original species length,1,53.3,Original species length,14,m^3 per pred per day,0.72,5.39,3.28,7.98,0.0122,0.00922,0.016,"Low habitat complexity, 900 polyethylene strips (40mmx15mm) per m2",1,0.0533,7.84,Ectotherm,AquaticFresh,0.528117042,1.574437378,3.540592493,7.122613815,13.55354227,25.50446623,54.01953822,115.3432838,346.8781785,0.033562369,0.093818636,0.188853077,0.3189722,0.471250245,0.626464635,0.780326807,0.883514285,0.958000867
1256,1516,Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,"Juvenile, wild caught",NA,Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,NA,Mean,N,24,23,,1,NA,3.00E+05,7840,Original species length,1,53.3,Original species length,14,m^3 per pred per day,0.64,2.28,1.07,5.77,0.0122,0.00532,0.0213,Zero habitat complexity,1,0.0533,7.84,Ectotherm,AquaticFresh,0.506345305,1.530915063,3.41757561,7.179877653,14.01620583,26.06897743,48.00519508,117.412374,330.0328325,0.013888883,0.040844609,0.086810767,0.166469034,0.280510724,0.420335111,0.571791785,0.765585219,0.901770038
1257,1517,Ohlberger et al 2008 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Coregonus albula,Juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,2,Raw data,N,,8,,1,NA,8.00E+04,6770,Original species length,1,0.869,Original species length,4,m^3 per pred per day,0.86,45.4,33.4,65.6,1.51E-05,1.26E-05,1.82E-05,5±0.01 lux,1,0.000869,6.77,Ectotherm,AquaticFresh,12.76806741,37.97727451,86.44958893,168.17841,313.7455507,580.7284179,1145.63686,2505.942556,7819.776512,0.00867707,0.025374322,0.055948861,0.103374651,0.177012392,0.284750006,0.439895115,0.632072107,0.842786319
1258,1518,Ohlberger et al 2008 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Coregonus fontanae,Juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,2,Raw data,N,,8,,1,NA,8.00E+04,4550,Original species length,1,0.869,Original species length,4,m^3 per pred per day,0.84,42.3,30.5,58.4,2.05E-05,1.81E-05,2.34E-05,5±0.01 lux,1,0.000869,4.55,Ectotherm,AquaticFresh,11.52909723,38.03563894,88.56804565,173.0339011,335.2322511,632.2764092,1215.4121,2856.037073,8966.890371,0.009898497,0.031929487,0.071323973,0.130469826,0.225224608,0.354121363,0.513131952,0.712363691,0.886048184
1259,1519,Ohlberger et al 2008 CJFAS,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Coregonus albula,Juvenile,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,2,Raw data,N,,8,,1,NA,8.00E+04,6770,Original species length,1,0.869,Original species length,4,m^3 per pred per day,0.89,28.4,21.2,38.4,1.87E-05,1.55E-05,2.22E-05,0.5±0.02 lux,1,0.000869,6.77,Ectotherm,AquaticFresh,11.75959201,38.67668571,86.97537663,176.0820776,332.4077258,625.7457494,1197.39931,2900.96467,8659.318833,0.006206523,0.020126997,0.044151487,0.08551669,0.150046604,0.249430159,0.388721231,0.606399057,0.821390012
